Fail Task Detail: 
Operations Management Specialist 1 Fails Communicating, But still proceed by the Operator
Dispatcher 1 Fails Actuation,
Operations Management Specialist 0 Fails Directive_Mandatory,
Dispatcher 1 Fails Communicating, But still proceed by the Operator
Dispatcher 1 Fails Communicating,
Dispatcher 1 Fails Directive_Mandatory,
